Phone Number,Message,Received
AX-THOABL ,Received,"ANJARLE:Sea Side Plots 0000-0000sq.ft@ 0000.0000L Tomorrow World,By House of Abhinandan Lodha, MissedCall: 0000  ,Brchre: https://bit.ly/0000AwO0000G0000 ANJRLE"
AX-THOABL ,Received,"ANJARLE:Sea Side Plots 0000-0000sq.ft@ 0000.0000L Tomorrow World,
By House of Abhinandan Lodha,NO SDR/GST,
BANK Loan Facility CL 0000 WA wa.link/bgwgtr ANJRLE"
AX-THOABL ,Received,"ANJARLE:Sea Side Plots 0000-0000sq.ft@ 0000.0000L Tomorrow World,By House of Abhinandan Lodha, 0000 SDR&GST,NA & RERA Aprvd,BANK Loan Facility WA: wa.link/0000h0000xsp ANJRLE"
AX-THOABL ,Received,Riverview villa plots strn 0000.0000L+ @the elements with Easy Breezy Pay Plan@Foothills of Matheran by House of Abhinandan Lodha Call wa.link/lt0000e
AX-THOABL ,Received,"Get 0000% extra area@no extra cost!Riverview villa plots @0000.0000+ Less than 0000 hours from Mumbai.The Elements by House of Abhinandan Lodha 0000
wa.link/e0000z0000f"
AX-THOABL ,Received,"CODENAME LAND OF GOLD-ALIBAUG
0000-acre Development 
GOLD CLASS Land 0000.0000 Cr
Unveiling early April '0000
The House Of Abhinandan Lodha 
0000 or
wa.link/qai0000"
AX-THOABL ,Received,"CODENAME LAND OF GOLD-ALIBAUG
0000-acre Development 
GOLD CLASS Land @0000.0000Cr
Unveiling early April '0000
The House Of Abhinandan Lodha 
Call: https://wa.link/po0000jr0000"
AX-THOABL ,Received,"House Of Abhinandan Lodha brings you
CODENAME LAND OF GOLD
Gold Class Land in Alibaug at: 0000.0000 Cr
Unveiling early April '0000
Call 0000 or wa.link/qai0000"
AX-TIMESG ,Received,Important announcement from PMO on Tiger population in India: Has it grown? Read tomorrow's TOI or visit http://bit.ly/0000UlHtij to know. #Savingourstripes.
AX-TIMESG ,Received,It's time to #UnplasticIndia! Take the pledge to eliminate single-use plastic. An initiative by The Times of India. To know more bit.ly/0000EFN0000o
AX-VERATN ,Received,"ACT FAST,BEFORE ITS TOO LATE!
0000BHK-0000Sqft
Prices to rise by 0000Lacs*
starting@0000.0000Cr*ALL IN
CodenameFinalEpisode
Manpada
Tbhimjyani
XR0000 0000
VRATON"
AX-VERTON ,Received,"Launching 0000 Bed Designer Suites:0000sqft
at Prime Thane's Hillside Corner Estate
0000%larger homes
The Verraton-Bungalow Living
0000 rtit.in/mZ/eSo
VERTON"
AX-VERTON ,Received,"Launching 0000 Bed Designer Suites:0000sqft
at Prime Thane's Hillside Corner Estate
0000%larger homes
The Verraton-Bungalow Living
0000 rtit.in/na/H0000T
VERTON"
AX-VERTON ,Received,"MANPADA NEW LAUNCH ALERT!
Codename FinalEpisode
Pay 0000% ONLY|Nothing~0000 months
Thanes Best 0000 BHKs(0000sqft)
0000.0000cr all in
T Bhimjyani
XR0000
0000
VERTON"
AX-VIOGRP ,Received,Luxury Lifestyle! Spacious Living near Jogeshwari (E) station 0000&0000 BHK starts @0000.0000L onwards 0000 min from highway & metro Avail Flexi Payment Plan 0000 VIVO
AX-VMHOUS ,Received,"Hottest Launch of the Season! Upgraded 0000BHKs @Tycoons Opal, Premium Location in KalyanW. frm 0000.0000L. 0000+ Amenities. BookNow & Get LaunchBenefits. 0000 VMH"
AX-VVLXMI ,Received,"A world of privileges is rising in Chembur (E)
Passcode Chembur Rising
By Vaibhavlaxmi
0000&0000 Bed Homes@0000.0000Cr+
0000:0000 Pay Plan
0000 Stamp Duty
0000 
Rera Rg"
AX-ZEPTON ,Received,"Hey Sandy,
 
The items in your cart are waiting for you! Zepto now and get it delivered in 0000 mins.
 
Order now : www.gs.im/l/s0000qTVji0000WNT"
BA-PORTER ,Received,"Hi Sandipan, Welcome to PORTER! Book from a range of vehicles @ weurl.co/toq0000GV and deliver anything, anytime, anywhere. Delivery hai? Ho Jayega"
BA-ROVPMU ,Received,"Presenting Freedom Offer
Book now & Save
GST, Stamp Duty, Floor Rise.
Visit now @ Empire Centrum
Ambernath & Avail Offer Soon.
Call Now 0000
ROVPMU"
BA-RVPMUM ,Received,"Neral-Special Monsoon offer, Book flat for just 0000/- at 0000% Down Payment with Fully Furnished flat. 0000rk & 0000BHK starts with 0000.0000L* . Call:0000 RVPMUM"
BA-RVPMUM ,Received,"Neral-Special Monsoon offer, Book flat for just 0000/- at 0000% Down Payment with Fully Furnished flat. 0000rk & 0000BHK starts with 0000.0000L* . Call:0000
RVPMUM"
BA-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jan0000 transfer to Amazon Pay Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
BA-THYROQ ,Received,"Dear Customer,
Aarogyam Screen 0000+0000 @ 0000 LFT,KFT,T.Cholesterol, FBS,Urine,TSH,CBC BOOK Free Home Collection 0000 www.bookmytest.in 
THYROCARE"
BA-TSBHUN ,Received,"Welcome to TSBHUN
We are providing a new frndship services with best location and quality of service .
Call Madhu- 0000 to know more and join us..."
BG-RCKDEL ,Received,"Rocking Deals Garden Sale is Back-Branded Footwear@0000/-, Shoes & Sports, Apparel, Kitchen App, @0000%Off, 0000%Off on Speakers-Valid On 0000Jan0000 between 0000PM to 0000PM"
BK-BBDALY ,Received,"Dear Customer, Get Rs.0000 cashback on min. recharge of Rs.0000 today on bbdaily. Valid till 0000st July 0000 & get cashback within 0000hours. gpsh.in/IczlFXFU0000"
BK-BBDALY ,Received,"Dear Customer, Get Rs.0000 cashback on min. recharge of Rs.0000 today on bbdaily. Valid till 0000th Aug 0000 & get cashback within 0000hours. gpsh.in/CDpili0000ySR0000"
BK-FLPKRT ,Received,"Dear Customer, Introducing Personal Loan on Flipkart with affordable EMIs. Apply & Get a loan up to Rs.0000 Lakhs >

http://fkrt.it/K0000qyYuuuN"
BK-NBHome ,Received,"Hi Sandipan Dutta, your search for Packers & Movers ends here! With NoBroker you get 0000 star rated service for the lowest price! Call now 0000"
BK-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Thane West is rented out. Here is the link for similar properties: http://nobr.kr/sv/NMrWN0000. 
NoBroker"
BK-OLDCAR ,Received,"Dear Customer, 
Want to sell your car from home? 
Book CARS0000 home inspection now give missed call@
0000 
or
click
https://bit.ly/0000uDHe0000K
-CARS0000"
BK-PHRMSY ,Received,"Good news! Hey Plus member, you got a free upgrade! Get 0000% cashback + EXTRA 0000% cashback upto Rs.0000 on ALL lab tests. Use code PLUS0000. *TC PharmEasy https://peasy.in/gOZHxl"
BK-PHRMSY ,Received,Special offer: Get FLAT 0000% OFF + 0000 wallet money on medicines. Use code PTE0000 and order now! *TC PharmEasy https://peasy.in/vgXLTt
BK-PHRMSY ,Received,Super Saver Deal: Get FLAT 0000% OFF + use Rs.0000 wallet money on medicines. Use code PEY0000 and order now! *TC PharmEasy https://peasy.in/vgXLTt
BK-PHRMSY ,Received,CREDITED: Rs.0000 wallet money. Use it to order medicines and get FLAT 0000% OFF. Code. PYS0000 *TC PharmEasy https://peasy.in/RjXCN0000
BK-PHRMSY ,Received,"Dear customer, get FLAT 0000% OFF on Diabetes Related Tests. Why wait, book now. Code GET0000 Call 0000 or tap https://peasy.in/mjCuPa *TC PharmEasy"
BK-TBZORG ,Received,"Dear Customer, #SparklingWeekend Offer!!! FREE Silver Coin to first 0000 customers who shop at TBZ-The Original from 0000-0000 Dec only!!! T&C"
BP-ADHRJP ,Received,"THE SPLASH SALE 
@The Mainland by Adhiraj Exciting weekend offers on 0000&0000 BHK book with 0000  
Nr Sec-0000 Kharghar Metro 
wa.link/0000qz0000c0000
MEEADHIRAJ"
BP-ATHOUS ,Received,"Presenting DUSSEHRA DHAMAKA 
Cricket field| Private Park 0000BHK:0000L+|0000BHK:0000.0000Cr+ 
The Mainland Nr Sec0000 Kharghar Metro 
0000 
INYARD"
BP-AxisBk ,Received,Your Axis Bank Virtual RM Samiksha Satyvan Raut was unable to reach you on your contact no. You can connect with your RM on 0000 between 0000.0000 AM to 0000.0000 PM on working days
BP-BBDALY ,Received,"Deal of the day! Get Bauli Savoriz Puffed Roll 0000pc at Rs.0000. Hurry! Offer for limited hours. Only at bbdaily.
Shop now:gpsh.in/rQTixNSvqzG"
BP-CHITKI ,Received,"Chitkiweekend Market you have passed our interview, wage is 0000 Rs/Day. Please contact to discuss detail: http://wa.me/0000 wwwchitkicom"
BP-DARSPR ,Received,"Launching Passcode Big Step at Ghatkopar E
Off SCLR. 0000 BHK Dream Homes
with 0000+ lifestyle amenities
0000L All-in*
0000

T&C*
P0000
DARSPR"
BP-FLPKRT ,Received,"Dear Customer, You're Pre-qualified for Flipkart Axis Bank Credit Card. Get 0000% Cashback + Rs.0000 Gift Card*. Apply in 0000 Secs >

http://fkrt.it/YB0000YIkNNNN"
BP-GNGSTK ,Received,Wehavereceivedanamount Your resume has passed. You can 0000-0000 by completing simple tasks each day.Click: http://wa.me/0000 GNGSTOCK
BP-iPaytm ,Received,"Paytm login detected from a new device at 0000:0000 PM, 0000 Jan. Not you? To logout from all devices, click: https://paytm.me/G0000i0000-0000S or report fraud @0000"
BP-iPaytm ,Received,Paid Rs. 0000 to ZOMATO LIMITED from Paytm Balance. Updated Balance: Paytm Wallet- Rs 0000. For more details visit Paytm.com/care.
BP-iPaytm ,Received,Paid Rs. 0000.0000 to ZOMATO LIMITED from Paytm Balance. Updated Balance: Paytm Wallet- Rs 0000.0000. For more details visit Paytm.com/care.
BP-ISKCON ,Received,"HareKrishna
Today is most auspicious Rakhi Purnima, please support ISKCON for free food Annadaan to poor.
Visit www.iskconffl.com Save Tax-0000G 0000
ISKCON"
BP-ISKCON ,Received,"Today is most auspicious JANMASTHAMI, please support ISKCON for free food Annadaan to poor
To Donate now www.iskconffl.com SaveTax-0000G 0000 Hare Krishna"
BP-JJCOBS ,Received,Hi JJ Fam! Parade your flair for eye-fashion with our Republic Day Sale! BOGO + Up To Rs0000 Off* | Use Code: FLAG0000K. Shop now: https://bit.ly/0000D0000F0000VY
BP-KASHKV ,Received,"Launching Chembur's Finest Development
Passcode Luxe Legacy
0000 &0000 Bed Legacy Homes@0000.0000Cr*
0000:0000 Pay Plan
Show Residence Ready
Sandu Developers
0000
KASHKV"
BP-KASHKV ,Received,"Launching Mohan Precious Greens at Amb(E)
Exclusive 0000 & 0000BHK with small to large Balconies
0000bhk 0000.0000Lacs*
0000bhk 0000.0000Lacs*
0000
shorturl.at/cmwT0000
KASHKV"
BP-KASHKV ,Received,"Diwali Dhamakha Offer for Investors & Business
Visit Now & Get Spot Booking Benefits @ Ambernath
Industrial Gala Starting @ 0000L* 
Call now  0000 
KASHKV"
BP-KHSKPL ,Received,"Dear Parent Your Letter for joining is passed in our company . Can get 0000,0000/Day. https://wa.me/0000 KranthiHighSchool"
BP-LEODEV ,Received,"A chance to fulfill your destiny Special Spot offers for Weekend 0000&0000 BHK @0000.0000 Cr+ Passcode Destini BKC, Bandra (E) By Leo Builders Flexi pay plan 0000"
BP-LNTFPL ,Received,"Dear Customer, get a Digital Personal Loan today from L&T Finance.No income proof required.Click here http://acl.cc/n0000mWj0000pA to apply now."
BP-LNTFPL ,Received,"Dear Sandipan, Apply for an Instant pre-approved personal loan upto Rs. 0000 lakh with L&T Finance. Click here http://acl.cc/0000YJ0000eYWg"
BP-MSOLNU ,Received,Dear 0000 Unlocked Your Second Income Earn Rs.0000/Month With Free Demat & Trading A/c Open A/c Now at.est0000.in/d0000kmQQd MFAPLY
BP-MYFREO ,Received,"Hi Sandipan congrats! Unlock ultimate savings with a Freo Save account & get access to a Rs.0000 lakhs credit line. Get it here https://u0000.mnge.co/mxPjr0000p
"
BP-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Dombivli East is rented out. Here is the link for similar properties: http://nobr.kr/sv/Tytr0000. 
NoBroker"
BP-NTEAST ,Received,"PRESENTING !!!
THE OPPORTUINITY GATEWAY
VL 0000East
Growth Offices Start @Rs.0000L*
@AndheriE

vp0000.in/l0000v0000uwy

Call: 0000"
BP-PARIYA ,Received,"We will help you to find and connect with person like U.
To add fun & joy
Call -0000
ARGHYA"
BP-PayZap ,Received,ALERT! Your KYC is pending. Please complete the same to enjoy all PayZapp benefits.
BP-PHEASY ,Received,"Your Pharmeasy order M0000 is out for delivery and will be delivered by Sailesh Prakash Vishwakarma (call 0000-0000, PIN 0000) between 0000:0000 AM - 0000:0000 PM. Track here https://peasy.in/k0000UNCg"
BP-PHEASY ,Received,"Hi Sandipan Dutta, successful payment of Rs. 0000.0000  has been received for your PharmEasy diagnostic order D0000."
BP-PHEASY ,Received,"For your PharmEasy diagnostics order 0000, please be ready to give BLOOD & URINE samples. Request you to not make the technician wait for more than 0000 mins"
BP-PHEASY ,Received,"Hi Sandipan Dutta,
This is an important information from PharmEasy Labs regarding your sample collection. 
Our technician SUHAS SITARAM VADAYE +0000 will come to collect the sample between 0000-0000-0000 0000:0000 AM-0000:0000 AM."
BP-PHEASY ,Received,PharmEasy technician SUHAS SITARAM VADAYE (0000) has arrived at your location to collect your lab test samples
BP-PHEASY ,Received,"IMPORTANT! Hi ..,Your PharmEasy Plus membership has expired! You have saved an additional Rs.0000 with Plus. To continue saving more, renew your membership here : https://peasy.in/GEO0000H_"
BP-PHRMSY ,Received,Introducing PharmEasy SurgiCare for your surgery needs. Get treatment from the best doctors and hospitals in your city. Book now: https://peasy.in/o0000C *TC PharmEasy
BP-PHRMSY ,Received,"Dear customer, book Comprehensive Full Body Checkup with Vit D & B0000 and get FLAT Rs.0000 OFF. Don't delay. Code DOR0000 Call 0000 or tap https://peasy.in/cOqYYX *TC PharmEasy"
BP-RDMTCS ,Received,"Zone inat 
Earn Rs 0000-0000 per day easily, work online, no time limit, contact:https://wa.me/0000 Roadmatics"
BP-REWRDG ,Received,"Dear RBL customer your credit card points worth INR 0000 will expire by tomorrow.kindly redeem your points in cash by click here https://rewardearn.in/
LIPIEXPT"
BP-RMYCTY ,Received,"Runwal MyCity Independence offer- Book by paying 0000.0000L* & nothing till '0000 No bank loan or EMI reqd Own 0000BHK starting 0000.0000 L* AI Limited period offer
0000"
BP-SAMSHP ,Received,<#> 0000 is your OTP to login to the Samsung Shop T0000InrJSnH0000U - Samsung.com
BP-SBICMP ,Received,"Dear customer, call our new toll-free no. 0000 or 0000 and get Account Bal, Last 0000 txn, Cheque Book Issue, Statement and many more services 0000x0000 - SBI"
BP-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to SmakSlok Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
BP-SHAADI ,Received,"Hi! Renew your Shaadi.com membership to contact and chat with your matches. Click https://t.shaadi.com/O/IxubY to Renew. For any help, call us on +0000-0000."
BP-SHEESS ,Received,"   0000  0000  0000-0000%  - 0000
SSPL"
BP-swiggy ,Received,Your payment for Swiggy order #0000 was not completed. Any amount if debited from UPI will get refunded within 0000-0000 days.
BP-swiggy ,Received,Refund of Rs 0000.0000 has been initiated for your Swiggy order 0000. Updated balance should reflect in 0000-0000 days. http://swig.gy/refunds
BP-swiggy ,Received,"Dear Swiggy customer, your refund reference number for refund of Rs 0000.0000 is 0000-0000-R0000 . http://swig.gy/refunds"
BP-swiggy ,Received,Your Swiggy Instamart replacement order #0000 was delivered. We appreciate your patience. Thank you for ordering from Swiggy Instamart.
BP-THNDGT ,Received,"Bookings Open
Dosti Greater Thane

0000BHK@ Rs.0000,0000,0000 All in

Opp.Metro Stn
Majiwada@0000Min
0000 KM From Viviana Mall

Call  0000

Chat: https://wa.link/THNDGT"
BP-THYCRE ,Received,"Dear User,
New Update,
Aarogyam Monsoon Basic @ 0000 for 0000 VIT-D,VIT-B0000,Lipid,LFT,KFT,TSH,HbA0000C Home Collection 0000 www.bookmytest.in
THYROQ"
BP-TLODHA ,Received,"Book your Dream home at Pre-launch Price

Crown @Manpada,Dombivali

0000BHK@0000.0000L
0000BHK@0000.0000L

Opp Metro Station

Call 0000

Chat: https://wa.link/TEAMLODHA"
BT-ADHAAR ,Received,"OTP for Aadhaar (XX0000) is 0000 (valid for 0000 mins). To update Aadhaar, Upload documents on myaadhaar.uidai.gov.in or visit Aadhaar Center. Call 0000 for info. -UIDAI"
BT-CSAGRI ,Received,"DRIPTAPAKSACHAVANI
Hello sir, I m PUNAM,Please Call. 0000 To add dating meting"
BT-LEMNSS ,Received,New Staff New Therapy Full B0000dy Msg By Nuro Swedish/Aroma Hot Shower Extra Sevce at VASHI Call 0000 0000 LS
BV-CBSSBI ,Received,"Your A/C XXXXX0000 has credit for 0000 ITD TAX REFUND AY of Rs 0000,0000.0000 on 0000/0000/0000. Avl Bal Rs 0000,0000.0000.-SBI"
BV-CBSSBI ,Received,"Dear Customer, Your A/C XXXXX0000 has a debit by transfer of Rs 0000.0000 on 0000/0000/0000. Avl Bal Rs 0000,0000.0000.-SBI"
BV-Hirect ,Received,"Dear , Your Hirect profile is substandard & you are missing out on high-paying jobs. Update your profile, click here api.whatsapp.com/send?phone=0000"
BV-SBIINB ,Received,"Dear Customer, You have successfully changed your SBI Netbanking Login password on 0000/0000/0000 at 0000:0000 PM IST. Do not share with anyone. -SBI"
BV-SBIPSG ,Received,"Dear Customer, INR 0000,0000.0000 credited to your A/c No XX0000 on 0000/0000/0000 through NEFT with UTR CITIN0000 by PAYPAL PAYMENTS PL-OPGSP COLL AC, INFO: P0000 Q0000GVYKGXAE0000NE       -AQEPD0000A-SBI"
BW-ANASAM ,Received,"Dear Customers,your appointment is confirmed with female near your location. Call 0000 (Misti) or whtsp From: ANAS MOTORS PVT LTD.MOB"
BX-BYJUEP ,Received,"Hi Aspirant, UGC NET Dec 0000 Result Out! Share now and win exciting rewards.
Click here www.gs.im/l/mLE0000KyANZ0000E
-BYJU'S Exam Prep"
BX-CARSEL ,Received,"Dear Customer,
Sell your car before New Year to get the best price!
Book a free home inspection,
call
0000
or
visit
bit.ly/0000uDHe0000K
-CARS0000"
BX-CBSSBI ,Received,"Your A/C XXXXX0000 has credit for Tx0000 0000 of Rs 0000.0000 on 0000/0000/0000. Avl Bal Rs 0000,0000.0000.-SBI"
BX-NBHome ,Received,"Hi Sandipan Dutta, looking for affordable Packers & Movers? NoBroker offers you 0000 star services @ the lowest price! Hurry, Call now 0000"
BX-OLDCAR ,Received,"Dear Customer, 
Sell your car for the best price on CARS0000.
Give a missed call on 
0000 
or 
visit 
bit.ly/0000uDHe0000K
to book a home inspection.
-CARS0000"
BX-OLDCAR ,Received,"Dear Customer,
Sell your car on CARS0000 and get the best price for your car.
Give a missed call on
0000
or
book home inspection
bit.ly/0000uDHe0000K.
-CARS0000"
BX-PHEASY ,Received,"Hi Sandipan, a free consultation has been scheduled for your Pharmeasy order M0000. A trusted doctor will call you by 0000:0000 PM to discuss your symptoms and consult regarding your health condition. Track your order here: https://peasy.in/k0000UNCg"
BX-SBIINB ,Received,"Dear Customer, Your a/c no. XXXXXXXX0000 is credited by Rs.0000.0000 on 0000-0000-0000 by a/c linked to mobile 0000XXXXXX0000-APIBANKING (IMPS Ref no 0000).If not done by you, call 0000. -SBI"
BX-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to SWIGGY Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
BZ-BBDALY ,Received,"Dear Customer, Get Rs.0000 cashback on min. recharge of Rs.0000 today on bbdaily. Valid till 0000th Aug 0000 & get cashback within 0000hours. gpsh.in/xzaQuQCDJot"
BZ-CARSEL ,Received,"Dear Customer,
Selling your car has never been easier, 
Give a missed call on
0000
or
click
bit.ly/0000uDHe0000K 
to get the highest price of your car. 
-CARS0000"
BZ-CARSEL ,Received,"Dear Customer, 
Sell your car from your door, 
Get high price, 
Give a missed call on 
0000 
or 
visit 
bit.ly/0000uDHe0000K 
for Home Inspection. 
-CARS0000"
BZ-FLPKRT ,Received,"Dear Customer, Get Maintenance Services benefits Up to 0000 appliances  for 0000 Year at Flipkart for JUST Rs.0000!  Order Now

 http://fkrt.it/ULWPUquuuN"
BZ-NBHome ,Received,"Hi Sandipan Dutta, Found a new house? Need it professionally cleaned? Get deep home cleaning at up to 0000% off with NoBroker! BOOK NOW: https://u0000.mnge.co/o0000m0000lrX"
BZ-NOBRKR ,Received,"Hi Sandipan, 
Your shortlisted property in Thane West is rented out. Here is the link for similar properties: http://nobr.kr/sv/s0000dVL0000. 
NoBroker"
BZ-PHEASY ,Received,Refund initiated for PharmEasy Order 0000. Rs 0000.0000 will be refunded to your PharmEasy wallet in 0000 hour. Team PharmEasy!
BZ-PHEASY ,Received,"Your PharmEasy diagnostic order 0000 has been placed and scheduled for home sample collection on 0000-0000-0000 between 0000:0000 AM-0000:0000 AM. Reports should be available by July 0000, 0000:0000 AM. Click https://peasy.in/track/yab0000JS to track your order."
BZ-PHEASY ,Received,"IMPORTANT! Hi ..,Your PharmEasy Plus membership will expire on 0000-0000-0000! You have saved an additional Rs.0000 with Plus."
BZ-PHEASY ,Received,Eligible refund of Rs 0000.0000 against your PharmEasy order 0000 has been successfully credited to your Card.
BZ-PHRMSY ,Received,PharmEasy Labs Offer! Book Advanced Full Body Test & get FLAT Rs.0000 Cashback. Code FIT0000. Call us at 0000 or click here https://peasy.in/nc0000qsf *TC PharmEasy
BZ-PHRMSY ,Received,PharmEasy Labs Special! Book a Full Body Test & get FLAT 0000% Cashback upto Rs.0000. Code PLUS0000. Call us at 0000 or click here https://peasy.in/gOZHxl *TC PharmEasy
BZ-PHRMSY ,Received,"Dear customer, SurPLUS Friday is LIVE. Renew your Plus membership today and get FLAT 0000% OFF. Code: OFFER0000 Renew now: https://peasy.in/aT0000JAx *TC PharmEasy"
BZ-SBIABD ,Received,Register for Positive Pay System and provide cheque details to prevent cheque frauds. Please contact any branch or visit our website bank.sbi for details-SBI
BZ-SBICMP ,Received,"Dear Customer, A ITR REGISTERED ON YOUR PAN XXXX0000A FOR Rs 0000 FOR AY-0000-0000 CREDITED TO YOUR ACCOUNT XXXX0000 ON 0000-JUL-0000. -SBI"
BZ-SBIINB ,Received,"Dear Customer, State Bank of India wishes you a Very Happy Birthday and a Great Year ahead!-SBI"
BZ-SBIPSG ,Received,"Dear Customer, INR 0000,0000.0000 credited to your A/c No XX0000 on 0000/0000/0000 through NEFT with UTR AXMB0000 by SANDIPAN SANJIB DUTTA, INFO: -SBI"
BZ-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to AMAZON PAY Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
BZ-SBIUPI ,Received,"Dear SBI User, your A/c X0000-debited by Rs0000.0000 on 0000Jun0000 transfer to Raghav corner Ref No 0000. If not done by u, fwd this SMS to 0000/Call 0000 or 0000 to block UPI -SBI"
BZ-SBYONO ,Received,"Alert: Dear Customer, you have successfully set your MPIN for YONO SBI mobile banking app. If not done by you please call us on 0000."
BZ-SELNOW ,Received,"Hello Customer,
You can sell your car in 0000 hour from home.
Book CARS0000 home inspection give missed call@
0000
or
click
https://bit.ly/0000iX0000iKV
-CARS0000"
BZ-SSBODS ,Received,"Dear you have passed our interview, wage is 0000 Rs/Day. Please contact to discuss detail: http://wa.me/0000 SSBO"
CP-ACCITS ,Received,"Dear Logitech Customer, Logged Call LT/TTN/0000/R/0000 for your Product. Pl visit https://crmapps.accelits.com/LogitechCallStatus/Callstatus.aspx for further details. Thank you-Accelits"
CP-ACCITS ,Received,"Dear Customer, Logitech product Recd. with LT/TTN/0000/R/0000 is now ready. Pls collect the replacement product. Thanks-ACCELITS"
CP-ADHGRP ,Received,Join the rush at the city's biggest celebration in TOI tmrw Large 0000&0000Bed@0000.0000L+Pay 0000%StampDuty The Mainland by Adhiraj XR0000 0000 ADHGRP
CP-ADHGRP ,Received,Presenting THE SPLASH SALE The Mainland by Adhiraj Furnshd 0000&0000 BHKs 0000L+ 0000 months EMI Holidy Nr Sec-0000 Kharghar Metro 0000 XR0000bit.ly/0000IZcyCR ADHGRP
CP-ADSDSA ,Received,"Dear Customer, Congratulations! You are Eligible! Complete Details to get Life Time Free IDFC Credit Card  with Limit Upto 0000 Lac. r0000t.in/0000/d ADSMANIA"
CP-AJMRIL ,Received,"Premium Office Space@0000L+ Get assured benefits upto 0000 Lacs Only for next 0000 bookings 0000:0000 PayPlan Ajmera ICRC, Ghatkopar(W) 0000 RERARg"
CP-AJMRKL ,Received,"""Launching
Codename Millennium Star
@OneKalyan
Pinnacle 0000&0000 Bed Deck Homes @0000L+
0000:0000 Easy pay plan
Unhindered views
AJMERA
RERAReg
bit.ly/0000SOAFIh
XR0000"
CP-AJMRKL ,Received,"Back on public demand!
#TheFinalTower
XL 0000&0000 Bed Deck Homes starting  0000.0000L+
0000:0000PayPlan
GrandFinale
 OneKalyan
AJMERA
RERAReg
0000 XR0000"
CP-AJMRKL ,Received,Launching Final Tower OneKalyan Ajmera XL0000&0000 Bed Deck Homes starting 0000.0000L+ Rewards upto 0000Lac before 0000-Dec 0000:0000PayPlan RERAReg 0000/ Vgl.one/AKxWVo0000IQ 
CP-AJMRKL ,Received,"Back on public demand!
#TheFinalTower
XL 0000&0000 Bed Deck Homes starting @0000.0000L+
0000:0000PayPlan
GrandFinale
@OneKalyan
AJMERA
RERAReg
XR0000 0000"
CP-AJMRKL ,Received,"Launching
#TheFinalTower
XL 0000&0000 Bed Deck Homes starting @0000.0000L+
0000:0000 PayPlan
Grand Finale
@OneKalyan
AJMERA
RERAReg
XR0000
0000"
CP-AJMRKL ,Received,"Launching
#TheFinalTower
XL 0000&0000 Bed Deck Homes starting @0000.0000L+
0000:0000 PayPlan
Grand Finale
@OneKalyan
AJMERA
RERAReg"
CP-AJMRKL ,Received,"YearEndBonanza#TheFinalTower
@OneKalyanAJMERA
XL0000&0000 Bed Deck Homes@0000.0000L+
Modular Kitchen worth 0000 Lac
0000:0000Plan
RERAReg {0000 / Vgl.one/A0000EwxvEvs }"
CP-AKIKOG ,Received,"You are pre-qualified for I.D.F.C Lifetime FREE Card. Get Instant Limit & Interest Free Cash withdrawal. Apply
https://bit.ly/0000adufSa AKIKOG"
CP-AKIKOG ,Received,"Apply for Lifetime IDFC First Credit Card, Get instant limit Upto 0000 lakh, Interest free Cash, GET NOW https://idfcfir.st/0000c0000 AKIKOG
"
CP-AKIKOG ,Received,"Only for Few days LIFETIME AXIS My Zone Credit Card, Free Sony Liv Rs 0000, 0000% Discount on Swiggy, Get Now https://click.thecards.in/ AKIKOG"
CP-AKIKOG ,Received,Get complimentary Premium economy ticket on joining & earn 0000 CV points with AXIS VISTARA SIGNATURE Credit Card Apply Now https://click.thecards.in/ AKIKOG
CP-AKIKOG ,Received,AXIS-BANK Air Vistara Credit-Card complimentary Air ticket on joining & Upto-0000-Airtickets Every Year Access Free Lounge GET https://click.thecards.in/ AKIKOG
CP-AKIKOG ,Received,"IDFC FIRST Lifetime Free Credit Card,0000% Cash withdrawal Zero Interest till 0000 Days, Rs 0000 off on first Transaction.Get https://ccclick.thecards.in/ akiko"
CP-AKIKOG ,Received,Congratulation! You are eligible for a Yes Bank Credit Card with limit upto 0000 Lakhs.T&C Applied. Apply Now through No income document option yes.ccfin.in AKIKO
CP-ATHOUS ,Received,"BOOK YOUR DREAM HOME at The Iconic Towers by Adhiraj 
OC APPLIED Grand 0000 BHK: 0000.0000Cr+ MOVE IN & PAY LATER* 
Nr Sec-0000 Kharghar Metro 
0000
INYRD"
CP-axioFS ,Received,Your Pay Later verification OTP is 0000. The code will be valid for 0000 minutes. Please DO NOT share this OTP with anyone -axio
